OrderNumber,"Sales Channel",WarehouseCode,CurrencyCode,SalesTeamID,CustomerID,StoreID,ProductID,"Order Quantity","Discount Applied",ProcuredDate,OrderDate,ShipDate,DeliveryDate,"Unit Cost","Unit Price"
"SO - 0004633",Wholesale,WARE-PUJ1005,USD,26,46,289,4,4,0.4,2019-08-23,2019-11-22,2019-12-12,2019-12-21,611.58,1092.10
"SO - 0004634",In-Store,WARE-NMK1003,USD,1,26,132,27,3,0.05,2019-08-23,2019-11-22,2019-12-20,2019-12-26,1568.40,1936.30
"SO - 0004635",Online,WARE-XYS1001,USD,12,12,55,6,1,0.2,2019-08-23,2019-11-22,2019-12-09,2019-12-15,2887.16,3437.10
"SO - 0004636",In-Store,WARE-UHY1004,USD,2,23,257,1,1,0.1,2019-08-23,2019-11-22,2019-12-01,2019-12-09,1782.20,3182.50
"SO - 0004637",In-Store,WARE-MKL1006,USD,2,43,358,28,2,0.1,2019-08-23,2019-11-23,2019-11-25,2019-11-27,2237.40,3792.20
"SO - 0004638",In-Store,WARE-NMK1003,USD,3,45,116,12,5,0.15,2019-08-23,2019-11-23,2019-12-17,2019-12-19,792.61,1132.30
"SO - 0004639",In-Store,WARE-MKL1006,USD,1,34,358,32,7,0.15,2019-08-23,2019-11-23,2019-12-15,2019-12-23,768.83,904.50
"SO - 0004640",In-Store,WARE-NMK1003,USD,7,29,143,35,8,0.08,2019-08-23,2019-11-23,2019-12-08,2019-12-13,2511.50,3986.50
"SO - 0004641",Wholesale,WARE-UHY1004,USD,26,22,236,20,3,0.2,2019-08-23,2019-11-23,2019-12-11,2019-12-13,662.70,1051.90
"SO - 0004642",Online,WARE-NMK1003,USD,19,33,122,1,2,0.15,2019-08-23,2019-11-23,2019-11-30,2019-12-03,405.22,964.80
"SO - 0004643",Wholesale,WARE-XYS1001,USD,26,8,38,41,3,0.1,2019-08-23,2019-11-23,2019-11-28,2019-12-04,516.44,1098.80
"SO - 0004644",Wholesale,WARE-UHY1004,USD,26,8,261,4,7,0.4,2019-08-23,2019-11-23,2019-11-30,2019-12-09,1370.69,2586.20
"SO - 0004645",In-Store,WARE-PUJ1005,USD,4,46,302,1,7,0.1,2019-08-23,2019-11-23,2019-12-16,2019-12-24,3268.13,5634.70
"SO - 0004646",Online,WARE-UHY1004,USD,14,42,233,26,5,0.08,2019-08-23,2019-11-24,2019-12-19,2019-12-23,2855.81,3859.20
"SO - 0004647",In-Store,WARE-MKL1006,USD,9,5,343,17,4,0.3,2019-08-23,2019-11-24,2019-12-14,2019-12-19,95.54,207.70
"SO - 0004648",Online,WARE-NMK1003,USD,16,12,99,25,8,0.05,2019-08-23,2019-11-24,2019-12-01,2019-12-11,615.06,1139.00
"SO - 0004649",In-Store,WARE-NMK1003,USD,7,13,89,14,3,0.15,2019-08-23,2019-11-24,2019-12-09,2019-12-15,2910.15,3986.50
"SO - 0004650",Online,WARE-NMK1003,USD,15,18,128,15,3,0.05,2019-08-23,2019-11-24,2019-12-22,2019-12-31,377.88,944.70
"SO - 0004651",Online,WARE-XYS1001,USD,14,13,50,32,4,0.1,2019-08-23,2019-11-24,2019-12-09,2019-12-13,389.14,884.40
"SO - 0004652",In-Store,WARE-PUJ1005,USD,5,42,323,47,1,0.08,2019-08-23,2019-11-24,2019-12-06,2019-12-12,760.85,1118.90
"SO - 0004653",Distributor,WARE-XYS1001,USD,25,21,9,31,4,0.05,2019-08-23,2019-11-24,2019-12-01,2019-12-04,788.99,1232.80
"SO - 0004654",In-Store,WARE-NMK1003,USD,8,3,151,47,6,0.08,2019-08-23,2019-11-24,2019-12-13,2019-12-14,128.24,194.30
"SO - 0004655",In-Store,WARE-MKL1006,USD,12,34,355,24,5,0.05,2019-08-23,2019-11-24,2019-12-07,2019-12-10,625.31,1025.10
"SO - 0004656",In-Store,WARE-UHY1004,USD,8,7,209,8,7,0.08,2019-08-23,2019-11-24,2019-12-01,2019-12-02,2430.09,3919.50
"SO - 0004657",Online,WARE-UHY1004,USD,14,2,238,25,6,0.08,2019-08-23,2019-11-24,2019-12-12,2019-12-14,962.39,1782.20
"SO - 0004658",In-Store,WARE-UHY1004,USD,5,48,257,22,8,0.08,2019-08-23,2019-11-24,2019-12-03,2019-12-12,1116.22,2278.00
"SO - 0004659",In-Store,WARE-PUJ1005,USD,1,47,317,3,5,0.05,2019-08-23,2019-11-25,2019-12-21,2019-12-26,2076.73,2532.60
"SO - 0004660",Distributor,WARE-PUJ1005,USD,23,39,311,38,8,0.1,2019-08-23,2019-11-25,2019-12-02,2019-12-10,2319.94,3999.90
"SO - 0004661",Distributor,WARE-XYS1001,USD,24,8,56,43,2,0.08,2019-08-23,2019-11-25,2019-12-16,2019-12-21,749.93,1829.10
"SO - 0004662",In-Store,WARE-NMK1003,USD,8,37,155,36,6,0.05,2019-08-23,2019-11-25,2019-11-28,2019-12-08,2498.83,5949.60
"SO - 0004663",Online,WARE-NMK1003,USD,12,25,96,2,3,0.05,2019-08-23,2019-11-25,2019-11-28,2019-12-06,777.67,1065.30
"SO - 0004664",Online,WARE-NBV1002,USD,19,31,82,23,7,0.4,2019-08-23,2019-11-25,2019-12-02,2019-12-08,519.59,1105.50
"SO - 0004665",In-Store,WARE-UHY1004,USD,7,16,211,14,8,0.05,2019-08-23,2019-11-25,2019-11-27,2019-11-30,1688.40,2680.00
"SO - 0004666",In-Store,WARE-PUJ1005,USD,8,27,278,23,1,0.2,2019-08-23,2019-11-26,2019-11-28,2019-12-03,536.27,777.20
"SO - 0004667",Wholesale,WARE-UHY1004,USD,25,26,248,22,3,0.08,2019-08-23,2019-11-26,2019-12-10,2019-12-14,1855.63,3865.90
"SO - 0004668",In-Store,WARE-MKL1006,USD,3,26,353,30,2,0.1,2019-08-23,2019-11-26,2019-12-13,2019-12-15,1161.91,2003.30
"SO - 0004669",Distributor,WARE-UHY1004,USD,21,46,248,38,5,0.1,2019-08-23,2019-11-26,2019-12-24,2019-12-29,2857.01,6210.90
"SO - 0004670",Online,WARE-PUJ1005,USD,19,49,278,16,7,0.05,2019-08-23,2019-11-26,2019-12-10,2019-12-18,2037.81,2579.50
"SO - 0004671",In-Store,WARE-XYS1001,USD,8,37,9,3,3,0.05,2019-08-23,2019-11-26,2019-12-09,2019-12-16,118.59,201.00
"SO - 0004672",Online,WARE-XYS1001,USD,17,29,41,30,8,0.15,2019-08-23,2019-11-26,2019-12-05,2019-12-10,929.83,1721.90
"SO - 0004673",Online,WARE-PUJ1005,USD,18,40,320,28,4,0.08,2019-08-23,2019-11-26,2019-12-21,2019-12-25,3924.53,5232.70
"SO - 0004674",In-Store,WARE-NMK1003,USD,6,19,174,44,7,0.2,2019-08-23,2019-11-26,2019-12-05,2019-12-07,2869.21,5413.60
"SO - 0004675",Online,WARE-NBV1002,USD,18,36,81,36,3,0.2,2019-08-23,2019-11-27,2019-12-13,2019-12-20,607.02,1011.70
"SO - 0004676",In-Store,WARE-PUJ1005,USD,1,23,281,16,3,0.05,2019-08-23,2019-11-27,2019-12-15,2019-12-20,2524.16,4006.60
"SO - 0004677",In-Store,WARE-NMK1003,USD,4,2,166,20,3,0.08,2019-08-23,2019-11-27,2019-12-14,2019-12-18,1373.37,1855.90
"SO - 0004678",Online,WARE-NMK1003,USD,16,16,128,44,4,0.08,2019-08-23,2019-11-27,2019-12-01,2019-12-06,2921.20,3651.50
"SO - 0004679",In-Store,WARE-MKL1006,USD,4,12,359,20,8,0.2,2019-08-23,2019-11-27,2019-12-09,2019-12-16,99.43,187.60
"SO - 0004680",Distributor,WARE-UHY1004,USD,25,3,211,33,5,0.4,2019-08-23,2019-11-27,2019-12-23,2019-12-25,607.82,1125.60
"SO - 0004681",Online,WARE-XYS1001,USD,17,1,10,33,1,0.08,2019-08-23,2019-11-27,2019-12-08,2019-12-09,3027.06,5045.10
"SO - 0004682",In-Store,WARE-PUJ1005,USD,11,20,320,16,4,0.15,2019-08-23,2019-11-27,2019-12-14,2019-12-24,150.08,214.40
"SO - 0004683",In-Store,WARE-MKL1006,USD,8,5,335,39,7,0.08,2019-08-23,2019-11-27,2019-12-23,2019-12-29,1331.96,1876.00
"SO - 0004684",Wholesale,WARE-NMK1003,USD,25,17,188,38,3,0.08,2019-08-23,2019-11-27,2019-12-14,2019-12-23,551.54,1125.60
"SO - 0004685",Online,WARE-NBV1002,USD,17,41,85,21,1,0.08,2019-08-23,2019-11-27,2019-12-08,2019-12-12,2989.88,3986.50
"SO - 0004686",Online,WARE-NMK1003,USD,12,13,165,3,6,0.08,2019-08-23,2019-11-27,2019-12-20,2019-12-28,4901.32,6204.20
"SO - 0004687",In-Store,WARE-PUJ1005,USD,3,49,314,4,8,0.08,2019-08-23,2019-11-28,2019-12-14,2019-12-20,767.02,1065.30
"SO - 0004688",Distributor,WARE-MKL1006,USD,24,29,330,4,5,0.2,2019-08-23,2019-11-28,2019-12-19,2019-12-27,633.49,1038.50
"SO - 0004689",Online,WARE-UHY1004,USD,17,36,248,37,3,0.1,2019-08-23,2019-11-28,2019-12-21,2019-12-24,3138.82,6539.20
"SO - 0004690",Wholesale,WARE-UHY1004,USD,28,41,206,36,4,0.1,2019-08-23,2019-11-28,2019-12-17,2019-12-26,526.08,1011.70
"SO - 0004691",Wholesale,WARE-NMK1003,USD,28,33,161,46,7,0.05,2019-08-23,2019-11-28,2019-12-26,2019-12-30,2561.81,3242.80
"SO - 0004692",Distributor,WARE-UHY1004,USD,21,35,241,31,2,0.05,2019-08-23,2019-11-28,2019-12-06,2019-12-16,843.73,1721.90
"SO - 0004693",Online,WARE-XYS1001,USD,17,6,56,28,2,0.08,2019-08-23,2019-11-28,2019-12-09,2019-12-10,2910.15,3986.50
"SO - 0004694",Online,WARE-XYS1001,USD,18,40,52,45,3,0.15,2019-08-23,2019-11-29,2019-12-09,2019-12-14,1279.16,1728.60
"SO - 0004695",Online,WARE-MKL1006,USD,15,28,335,38,3,0.08,2019-08-23,2019-11-29,2019-12-14,2019-12-22,106.53,201.00
"SO - 0004696",Distributor,WARE-PUJ1005,USD,25,42,304,8,1,0.15,2019-08-23,2019-11-29,2019-12-17,2019-12-18,582.90,971.50
"SO - 0004697",In-Store,WARE-XYS1001,USD,3,24,33,16,4,0.3,2019-08-23,2019-11-29,2019-12-26,2019-12-31,594.02,958.10
"SO - 0004698",In-Store,WARE-NBV1002,USD,6,25,83,14,8,0.4,2019-08-23,2019-11-29,2019-12-01,2019-12-10,1818.38,3953.00
"SO - 0004699",Online,WARE-NMK1003,USD,15,14,89,21,1,0.2,2019-08-23,2019-11-29,2019-12-10,2019-12-18,706.52,1239.50
"SO - 0004700",Distributor,WARE-NMK1003,USD,23,20,128,29,4,0.05,2019-08-23,2019-11-29,2019-12-14,2019-12-17,4215.98,5621.30
"SO - 0004701",Online,WARE-NMK1003,USD,18,40,90,10,1,0.08,2019-08-23,2019-11-29,2019-12-12,2019-12-17,1881.16,3839.10
"SO - 0004702",Wholesale,WARE-PUJ1005,USD,27,41,307,8,2,0.05,2019-08-23,2019-11-29,2019-12-12,2019-12-22,1309.98,2519.20
"SO - 0004703",Online,WARE-NMK1003,USD,18,37,153,23,1,0.05,2019-08-23,2019-11-29,2019-12-20,2019-12-22,572.85,1005.00
"SO - 0004704",Distributor,WARE-XYS1001,USD,24,2,21,31,7,0.05,2019-08-23,2019-11-29,2019-12-08,2019-12-11,933.78,1212.70
"SO - 0004705",Wholesale,WARE-UHY1004,USD,27,5,249,29,4,0.08,2019-08-23,2019-11-29,2019-12-06,2019-12-14,2364.90,5031.70
"SO - 0004706",Wholesale,WARE-XYS1001,USD,28,25,47,25,6,0.08,2019-08-23,2019-11-30,2019-12-16,2019-12-17,1330.29,2418.70
"SO - 0004707",Online,WARE-XYS1001,USD,20,11,14,44,3,0.08,2019-08-23,2019-11-30,2019-12-09,2019-12-18,716.36,1085.40
"SO - 0004708",In-Store,WARE-MKL1006,USD,8,8,351,2,3,0.1,2019-08-23,2019-11-30,2019-12-25,2019-12-27,3207.96,5728.50
"SO - 0004709",In-Store,WARE-MKL1006,USD,1,13,341,33,7,0.2,2019-08-23,2019-11-30,2019-12-10,2019-12-18,122.21,214.40
"SO - 0004710",In-Store,WARE-PUJ1005,USD,2,35,283,46,7,0.08,2019-08-23,2019-11-30,2019-12-07,2019-12-16,525.75,891.10
"SO - 0004711",Wholesale,WARE-XYS1001,USD,26,47,55,37,3,0.05,2019-08-23,2019-11-30,2019-12-10,2019-12-11,639.18,1065.30
"SO - 0004712",Online,WARE-PUJ1005,USD,18,25,271,10,1,0.05,2019-08-23,2019-11-30,2019-12-09,2019-12-19,3892.30,6277.90
"SO - 0004713",Wholesale,WARE-NMK1003,USD,27,7,182,14,4,0.15,2019-08-23,2019-11-30,2019-12-05,2019-12-06,868.32,1085.40
"SO - 0004714",In-Store,WARE-UHY1004,USD,11,32,222,3,8,0.4,2019-08-23,2019-11-30,2019-12-08,2019-12-12,3128.23,5393.50
"SO - 0004715",Distributor,WARE-NMK1003,USD,25,32,113,7,7,0.05,2019-08-23,2019-11-30,2019-12-19,2019-12-28,119.60,234.50
"SO - 0004716",In-Store,WARE-NMK1003,USD,11,2,198,20,6,0.08,2019-08-23,2019-12-01,2019-12-04,2019-12-10,410.84,978.20
"SO - 0004717",In-Store,WARE-NMK1003,USD,8,43,190,2,6,0.2,2019-08-23,2019-12-01,2019-12-22,2019-12-27,155.31,254.60
"SO - 0004718",Wholesale,WARE-NMK1003,USD,27,38,189,44,7,0.2,2019-08-23,2019-12-01,2019-12-22,2019-12-26,1052.44,1252.90
"SO - 0004719",Distributor,WARE-MKL1006,USD,23,33,336,23,8,0.08,2019-08-23,2019-12-01,2019-12-17,2019-12-27,813.11,1098.80
"SO - 0004720",Online,WARE-MKL1006,USD,19,6,355,39,4,0.08,2019-08-23,2019-12-01,2019-12-16,2019-12-26,592.82,1058.60
"SO - 0004721",In-Store,WARE-PUJ1005,USD,12,21,270,38,8,0.05,2019-08-23,2019-12-01,2019-12-15,2019-12-25,132.66,201.00
"SO - 0004722",In-Store,WARE-UHY1004,USD,1,44,213,3,4,0.08,2019-08-23,2019-12-01,2019-12-17,2019-12-22,867.52,1045.20
"SO - 0004723",Online,WARE-PUJ1005,USD,14,3,291,8,6,0.05,2019-08-23,2019-12-01,2019-12-03,2019-12-13,1132.03,2358.40
"SO - 0004724",In-Store,WARE-NMK1003,USD,9,43,133,44,4,0.15,2019-08-23,2019-12-01,2019-12-26,2020-01-03,1132.03,2572.80
"SO - 0004725",Online,WARE-UHY1004,USD,15,26,260,13,5,0.05,2019-08-23,2019-12-02,2019-12-29,2020-01-04,585.92,1065.30
"SO - 0004726",Online,WARE-NMK1003,USD,18,38,169,18,1,0.05,2019-08-23,2019-12-02,2019-12-29,2020-01-02,1884.44,2298.10
"SO - 0004727",Wholesale,WARE-XYS1001,USD,27,5,8,7,2,0.1,2019-08-23,2019-12-02,2019-12-26,2019-12-29,1997.94,2814.00
"SO - 0004728",In-Store,WARE-NMK1003,USD,10,42,112,19,7,0.2,2019-08-23,2019-12-02,2019-12-20,2019-12-28,760.85,1118.90
"SO - 0004729",Online,WARE-NBV1002,USD,15,30,87,44,4,0.4,2019-08-23,2019-12-02,2019-12-25,2020-01-01,472.48,1098.80
"SO - 0004730",Distributor,WARE-XYS1001,USD,21,45,17,29,8,0.08,2019-08-23,2019-12-02,2019-12-15,2019-12-24,760.92,1855.90
"SO - 0004731",Online,WARE-XYS1001,USD,19,47,2,3,7,0.05,2019-08-23,2019-12-02,2019-12-30,2020-01-09,1696.84,2532.60
"SO - 0004732",In-Store,WARE-NMK1003,USD,11,43,145,40,6,0.1,2019-08-23,2019-12-02,2019-12-13,2019-12-19,737.00,1340.00
"SO - 0004733",In-Store,WARE-XYS1001,USD,6,9,35,4,4,0.15,2019-08-23,2019-12-03,2019-12-28,2020-01-01,1382.88,1728.60
"SO - 0004734",In-Store,WARE-NMK1003,USD,10,23,122,42,8,0.05,2019-08-23,2019-12-03,2019-12-31,2020-01-08,486.42,1105.50
"SO - 0004735",Wholesale,WARE-PUJ1005,USD,25,29,296,23,8,0.08,2019-08-23,2019-12-03,2019-12-06,2019-12-11,485.01,850.90
"SO - 0004736",Online,WARE-NMK1003,USD,17,11,95,11,1,0.4,2019-08-23,2019-12-03,2019-12-25,2019-12-26,3020.09,5118.80
"SO - 0004737",Wholesale,WARE-MKL1006,USD,28,25,355,14,4,0.4,2019-08-23,2019-12-03,2019-12-07,2019-12-12,1460.47,2318.20
"SO - 0004738",Wholesale,WARE-UHY1004,USD,28,30,212,21,3,0.08,2019-08-23,2019-12-03,2019-12-12,2019-12-20,644.88,837.50
"SO - 0004739",Online,WARE-PUJ1005,USD,13,5,265,19,8,0.4,2019-08-23,2019-12-03,2019-12-17,2019-12-22,1337.72,1996.60
"SO - 0004740",Distributor,WARE-PUJ1005,USD,21,1,298,5,7,0.3,2019-08-23,2019-12-03,2019-12-31,2020-01-09,3004.95,4006.60
"SO - 0004741",In-Store,WARE-UHY1004,USD,12,13,243,6,2,0.05,2019-08-23,2019-12-04,2019-12-14,2019-12-22,683.74,1051.90
"SO - 0004742",In-Store,WARE-UHY1004,USD,11,1,250,38,1,0.05,2019-08-23,2019-12-04,2019-12-07,2019-12-11,2525.63,3946.30
"SO - 0004743",Online,WARE-XYS1001,USD,13,3,41,46,5,0.4,2019-08-23,2019-12-04,2019-12-10,2019-12-11,472.75,984.90
"SO - 0004744",Online,WARE-PUJ1005,USD,13,43,289,24,8,0.08,2019-08-23,2019-12-04,2019-12-21,2019-12-31,1496.65,2934.60
"SO - 0004745",In-Store,WARE-NMK1003,USD,12,38,201,40,8,0.2,2019-08-23,2019-12-04,2019-12-07,2019-12-14,2925.15,3798.90
"SO - 0004746",In-Store,WARE-PUJ1005,USD,12,30,305,8,2,0.1,2019-08-23,2019-12-04,2019-12-06,2019-12-07,3055.20,3819.00
"SO - 0004747",Online,WARE-NMK1003,USD,16,13,176,29,2,0.1,2019-08-23,2019-12-04,2019-12-19,2019-12-26,1476.75,1869.30
"SO - 0004748",Distributor,WARE-NMK1003,USD,23,35,179,36,2,0.05,2019-08-23,2019-12-04,2019-12-16,2019-12-22,486.89,1132.30
"SO - 0004749",In-Store,WARE-NMK1003,USD,12,11,103,34,2,0.15,2019-08-23,2019-12-05,2019-12-22,2019-12-25,678.44,817.40
"SO - 0004750",In-Store,WARE-NMK1003,USD,9,28,142,37,3,0.15,2019-08-23,2019-12-05,2019-12-31,2020-01-06,461.50,1125.60
"SO - 0004751",In-Store,WARE-PUJ1005,USD,10,32,293,10,7,0.15,2019-08-23,2019-12-05,2019-12-22,2019-12-27,515.90,1172.50
"SO - 0004752",In-Store,WARE-PUJ1005,USD,9,50,297,38,8,0.05,2019-08-23,2019-12-05,2019-12-29,2020-01-04,749.06,1152.40
"SO - 0004753",Wholesale,WARE-PUJ1005,USD,26,15,270,16,7,0.05,2019-08-23,2019-12-05,2019-12-30,2020-01-08,3270.47,6170.70
"SO - 0004754",In-Store,WARE-XYS1001,USD,6,33,12,47,7,0.08,2019-08-23,2019-12-05,2019-12-23,2020-01-01,5106.81,6304.70
"SO - 0004755",Distributor,WARE-XYS1001,USD,23,26,33,31,1,0.08,2019-08-23,2019-12-05,2019-12-08,2019-12-11,711.81,857.60
"SO - 0004756",Distributor,WARE-NMK1003,USD,21,5,183,25,6,0.2,2019-08-23,2019-12-06,2019-12-14,2019-12-16,2020.72,5051.80
"SO - 0004757",In-Store,WARE-NBV1002,USD,7,1,80,12,3,0.05,2019-08-23,2019-12-06,2019-12-21,2019-12-27,125.96,268.00
"SO - 0004758",Online,WARE-XYS1001,USD,19,34,58,9,2,0.1,2019-08-23,2019-12-06,2019-12-17,2019-12-18,837.90,1132.30
"SO - 0004759",Online,WARE-NMK1003,USD,15,2,91,27,1,0.05,2019-08-23,2019-12-06,2019-12-19,2019-12-26,1886.59,3309.80
"SO - 0004760",Online,WARE-UHY1004,USD,19,44,252,28,7,0.05,2019-08-23,2019-12-06,2019-12-28,2020-01-07,400.46,931.30
"SO - 0004761",Online,WARE-MKL1006,USD,15,39,339,42,1,0.3,2019-08-23,2019-12-06,2019-12-18,2019-12-26,1002.59,2331.60
"SO - 0004762",Distributor,WARE-NMK1003,USD,22,14,182,7,7,0.1,2019-08-23,2019-12-06,2019-12-29,2020-01-06,2026.08,5065.20
"SO - 0004763",Online,WARE-XYS1001,USD,15,44,45,19,3,0.05,2019-08-23,2019-12-06,2019-12-30,2020-01-09,653.25,837.50
"SO - 0004764",Wholesale,WARE-UHY1004,USD,27,34,232,13,2,0.05,2019-08-23,2019-12-06,2019-12-30,2020-01-03,282.94,690.10
"SO - 0004765",In-Store,WARE-UHY1004,USD,2,34,230,31,7,0.05,2019-08-23,2019-12-07,2019-12-09,2019-12-14,1575.84,2626.40
"SO - 0004766",In-Store,WARE-XYS1001,USD,8,47,10,31,2,0.15,2019-08-23,2019-12-07,2019-12-18,2019-12-21,1479.49,2425.40
"SO - 0004767",Distributor,WARE-PUJ1005,USD,24,9,312,28,3,0.08,2019-08-23,2019-12-07,2019-12-16,2019-12-20,3247.36,3865.90
"SO - 0004768",Online,WARE-PUJ1005,USD,16,19,274,34,2,0.08,2019-08-23,2019-12-07,2019-12-24,2019-12-31,501.70,783.90
"SO - 0004769",Distributor,WARE-UHY1004,USD,20,7,238,19,8,0.08,2019-08-23,2019-12-07,2019-12-23,2020-01-01,3322.87,5112.10
"SO - 0004770",In-Store,WARE-XYS1001,USD,3,10,39,15,6,0.1,2019-08-23,2019-12-07,2019-12-19,2019-12-25,1049.22,1809.00
"SO - 0004771",In-Store,WARE-NMK1003,USD,4,37,154,9,6,0.1,2019-08-23,2019-12-07,2019-12-20,2019-12-21,1764.38,2673.30
"SO - 0004772",Online,WARE-PUJ1005,USD,19,41,318,21,6,0.08,2019-08-23,2019-12-08,2019-12-30,2020-01-06,2781.17,3973.10
"SO - 0004773",Distributor,WARE-XYS1001,USD,23,34,19,46,2,0.15,2019-08-23,2019-12-08,2019-12-19,2019-12-25,1229.32,1862.60
"SO - 0004774",Wholesale,WARE-PUJ1005,USD,28,15,316,29,3,0.15,2019-08-23,2019-12-08,2019-12-20,2019-12-25,526.96,958.10
"SO - 0004775",Online,WARE-NMK1003,USD,14,27,189,25,8,0.3,2019-08-23,2019-12-08,2019-12-18,2019-12-26,774.52,911.20
"SO - 0004776",Wholesale,WARE-PUJ1005,USD,27,21,278,45,6,0.15,2019-08-23,2019-12-09,2019-12-25,2020-01-04,410.04,1025.10
"SO - 0004777",Wholesale,WARE-XYS1001,USD,27,3,35,7,8,0.05,2019-08-23,2019-12-09,2020-01-02,2020-01-05,934.25,2224.40
"SO - 0004778",In-Store,WARE-PUJ1005,USD,12,40,304,13,3,0.2,2019-08-23,2019-12-09,2019-12-13,2019-12-22,1768.80,2358.40
"SO - 0004779",Online,WARE-UHY1004,USD,19,19,214,14,6,0.15,2019-08-23,2019-12-09,2020-01-03,2020-01-08,2525.63,3946.30
"SO - 0004780",In-Store,WARE-PUJ1005,USD,9,7,327,34,7,0.05,2019-08-23,2019-12-09,2019-12-27,2020-01-02,428.26,911.20
"SO - 0004781",Online,WARE-MKL1006,USD,16,27,342,37,5,0.05,2019-08-23,2019-12-09,2019-12-14,2019-12-21,466.32,777.20
"SO - 0004782",Wholesale,WARE-PUJ1005,USD,26,36,312,36,6,0.08,2019-08-23,2019-12-09,2019-12-30,2020-01-03,1195.95,2345.00
"SO - 0004783",Online,WARE-NBV1002,USD,12,41,61,38,6,0.05,2019-08-23,2019-12-09,2019-12-19,2019-12-28,1676.07,3162.40
"SO - 0004784",Online,WARE-NMK1003,USD,13,26,165,20,5,0.15,2019-08-23,2019-12-10,2019-12-31,2020-01-05,1519.56,2532.60
"SO - 0004785",In-Store,WARE-UHY1004,USD,5,25,212,10,3,0.15,2019-08-23,2019-12-10,2019-12-19,2019-12-25,90.45,201.00
"SO - 0004786",Online,WARE-NBV1002,USD,13,35,75,11,2,0.05,2019-08-23,2019-12-10,2019-12-20,2019-12-25,779.08,1025.10
"SO - 0004787",In-Store,WARE-NMK1003,USD,6,23,177,23,4,0.08,2019-08-23,2019-12-10,2019-12-16,2019-12-23,1567.80,3484.00
"SO - 0004788",In-Store,WARE-UHY1004,USD,4,8,220,17,7,0.1,2019-08-23,2019-12-10,2020-01-06,2020-01-16,2048.39,2592.90
"SO - 0004789",In-Store,WARE-XYS1001,USD,6,14,34,38,2,0.3,2019-08-23,2019-12-10,2019-12-12,2019-12-21,1692.02,2773.80
"SO - 0004790",In-Store,WARE-XYS1001,USD,4,29,5,25,1,0.4,2019-08-23,2019-12-11,2020-01-08,2020-01-09,607.82,1085.40
"SO - 0004791",Wholesale,WARE-NMK1003,USD,28,15,90,30,2,0.1,2019-08-23,2019-12-11,2019-12-17,2019-12-22,3208.50,3912.80
"SO - 0004792",Online,WARE-XYS1001,USD,15,14,1,7,5,0.05,2019-08-23,2019-12-11,2019-12-24,2019-12-31,83.75,167.50
"SO - 0004793",In-Store,WARE-XYS1001,USD,4,11,20,46,8,0.08,2019-08-23,2019-12-11,2019-12-16,2019-12-17,897.80,1795.60
"SO - 0004794",In-Store,WARE-PUJ1005,USD,6,10,316,23,3,0.05,2019-08-23,2019-12-11,2019-12-17,2019-12-24,2841.67,3892.70
"SO - 0004795",In-Store,WARE-PUJ1005,USD,12,27,276,21,1,0.1,2019-08-23,2019-12-11,2020-01-08,2020-01-17,83.62,174.20
"SO - 0004796",Online,WARE-UHY1004,USD,19,34,215,36,6,0.05,2019-08-23,2019-12-11,2019-12-21,2019-12-22,1878.14,2572.80
"SO - 0004797",Online,WARE-NMK1003,USD,19,49,91,13,8,0.08,2019-08-23,2019-12-11,2020-01-01,2020-01-04,98.49,201.00
"SO - 0004798",In-Store,WARE-UHY1004,USD,4,14,257,29,3,0.08,2019-08-23,2019-12-11,2019-12-19,2019-12-27,2599.94,3999.90
"SO - 0004799",In-Store,WARE-NBV1002,USD,8,21,75,15,3,0.08,2019-08-23,2019-12-12,2019-12-30,2020-01-01,1234.34,1788.90
"SO - 0004800",In-Store,WARE-NMK1003,USD,9,42,202,27,7,0.3,2019-08-23,2019-12-12,2019-12-26,2019-12-27,132.66,201.00
"SO - 0004801",In-Store,WARE-UHY1004,USD,6,9,231,34,4,0.08,2019-08-23,2019-12-12,2019-12-17,2019-12-21,106.13,241.20
"SO - 0004802",In-Store,WARE-MKL1006,USD,7,41,364,39,4,0.08,2019-08-23,2019-12-12,2019-12-20,2019-12-25,798.98,1065.30
"SO - 0004803",In-Store,WARE-NMK1003,USD,2,28,108,15,4,0.08,2019-08-23,2019-12-12,2019-12-16,2019-12-17,1507.90,2432.10
"SO - 0004804",In-Store,WARE-UHY1004,USD,4,17,237,46,2,0.05,2019-08-23,2019-12-12,2020-01-07,2020-01-08,3137.07,3825.70
"SO - 0004805",Distributor,WARE-NMK1003,USD,20,9,188,25,7,0.08,2019-08-23,2019-12-12,2019-12-29,2019-12-31,3937.26,5393.50
"SO - 0004806",In-Store,WARE-XYS1001,USD,6,29,33,26,7,0.4,2019-08-23,2019-12-12,2019-12-14,2019-12-23,1674.33,3986.50
"SO - 0004807",Distributor,WARE-XYS1001,USD,23,14,7,45,5,0.08,2019-08-23,2019-12-12,2019-12-16,2019-12-17,582.90,1005.00
"SO - 0004808",Distributor,WARE-UHY1004,USD,24,23,249,47,7,0.2,2019-08-23,2019-12-13,2020-01-04,2020-01-07,2837.25,6036.70
"SO - 0004809",Online,WARE-XYS1001,USD,18,9,14,46,7,0.05,2019-08-23,2019-12-13,2020-01-01,2020-01-02,1311.86,2385.20
